Movie Title,Recommender rating,Training data average rating,Raw sim score,Training data number of ratings
heist-2015,2.77,1.96,0.53458166,13
santas-slay,2.77,2.39,0.5345812,18
deadcon,2.77,0.9,0.534565,10
kissing-jessica-stein,2.77,1.91,0.5342516,11
destination-wedding-2018,2.77,2.77,0.5341848,43
shadow-dancer,2.77,3.32,0.53380644,11
winnie-the-pooh-blood-and-honey,2.77,0.91,0.5337051,27
r100,2.77,2.83,0.5336158,12
little-monsters,2.77,3.14,0.5335304,22
silent-house,2.77,2.52,0.53351486,20
sator,2.77,2.8,0.5333641,10
emelie,2.77,2.37,0.53328735,35
after-ever-happy,2.77,0.81,0.5331824,16
the-hungover-games,2.77,0.87,0.5331438,19
murders-in-the-rue-morgue,2.77,3.44,0.5324006,25
12-hour-shift,2.77,2.94,0.5320657,32
to-fitness-and-beyond,2.77,2.0,0.53186834,11
my-bloody-valentine-2009,2.77,2.54,0.53150475,63
mothers-day-2010,2.77,2.73,0.5312755,13
descendants-2,2.77,2.38,0.53110665,37
panorama-du-grand-canal-pris-dun-bateau,2.77,3.1,0.53060865,10
an-honest-liar,2.77,3.52,0.5302299,23
slaughterhouse-rock,2.77,2.54,0.5301345,13
tear-along-the-dotted-line,2.77,4.3,0.5299431,10
manson-family-vacation,2.77,2.55,0.52978677,10
the-life-and-death-of-9413-a-hollywood-extra,2.77,4.05,0.52936715,10
laserblast,2.77,2.0,0.5291306,13
beach-blanket-bingo,2.77,2.9,0.5285399,10
freaks-and-geeks-the-documentary,2.77,4.4,0.5283251,10
holding-the-man,2.77,3.43,0.52823293,15
center-stage-1991,2.77,3.97,0.5273086,18
the-front-page,2.77,3.42,0.527272,12
cutting-class,2.77,2.88,0.52720815,16
the-chase,2.77,3.32,0.52684504,11
virgin-stripped-bare-by-her-bachelors,2.77,3.17,0.5267416,12
triple-threat-2019,2.77,2.73,0.5265168,15
city-of-women,2.77,3.32,0.52635974,11
cant-get-you-out-of-my-head,2.77,3.72,0.5263086,29
the-comedy,2.77,3.32,0.52629155,28
something-wild-1961,2.77,3.55,0.5262728,11
stepfather-2,2.77,2.87,0.5262595,15
the-windmill-massacre,2.77,2.31,0.5259029,13
my-summer-of-love,2.77,3.43,0.525806,21
original-cast-album-company,2.77,4.1,0.52558434,30
trail-of-the-pink-panther,2.77,1.75,0.52530086,10
the-suckling,2.77,2.98,0.5252056,20
the-believers,2.77,3.07,0.52518076,15
violet-daisy,2.77,2.93,0.52494806,14
bachelor-mother,2.77,3.85,0.52484655,13
level-16,2.77,2.84,0.5244607,22
that-cold-day-in-the-park,2.77,3.6,0.5240828,10
the-god-of-cookery,2.77,3.73,0.5234351,11
all-the-pretty-horses,2.77,2.75,0.52313745,10
this-is-paris,2.77,3.25,0.5230347,12
breakthrough-2019,2.77,2.29,0.5228278,12
pitfall,2.77,3.5,0.52266014,16
one-hour-with-you,2.77,3.54,0.52220505,12
last-hurrah-for-chivalry,2.77,3.31,0.5218717,13
stake-land,2.77,3.04,0.52186733,28
lisa-frankenstein,2.77,2.96,0.5217643,23
perfect-strangers-2016,2.77,3.25,0.5216094,20
film:42341,2.76,4.0,0.5210453,15
the-other,2.76,3.06,0.52057576,16
there-is-no-evil,2.76,3.72,0.52044964,18
fair-game-1995,2.76,1.15,0.5203201,10
nadja-in-paris,2.76,3.11,0.5202589,18
fireproof,2.76,1.85,0.51921314,10
the-black-hole-2008,2.76,3.44,0.5190939,16
the-big-gundown,2.76,3.92,0.51899815,24
the-mustang,2.76,3.66,0.5189411,16
the-ambulance,2.76,3.47,0.51882786,16
the-nest-2013,2.76,3.17,0.51881194,12
richard-iii-1995,2.76,3.46,0.51876,14
manhattan-baby,2.76,2.68,0.51816285,19
the-night-of-the-12th,2.76,3.37,0.5180646,15
stand-up-guys,2.76,2.62,0.51781064,20
the-crush,2.76,2.87,0.5173885,35
munchausen,2.76,2.96,0.51687866,26
black-mirror-demon-79,2.76,3.38,0.51680577,32
cabin-fever-2-spring-fever,2.76,1.88,0.51679295,20
theres-always-tomorrow,2.76,3.9,0.5166193,15
the-silent-partner,2.76,3.84,0.51588506,31
the-blue-sky-maiden,2.76,3.73,0.51570207,15
gueros,2.76,3.8,0.51502746,10
the-happiest-day-in-the-life-of-olli-maki,2.76,3.65,0.51496637,10
death-warrant,2.76,2.64,0.5145954,21
one-fine-day,2.76,3.0,0.5142149,12
z-o-m-b-i-e-s-2,2.76,1.86,0.5140472,21
car-wash,2.76,3.34,0.5137639,16
god-help-the-girl,2.76,3.06,0.5135727,32
boyfriends-and-girlfriends,2.76,4.15,0.513015,33
to-be-or-not-to-be-1983,2.76,3.23,0.51295716,15
dogfight,2.76,3.45,0.51287025,19
its-the-easter-beagle-charlie-brown,2.76,3.04,0.5127157,12
the-contract,2.76,2.3,0.51264143,10
britney-vs-spears,2.76,2.83,0.51215625,23
my-favorite-wife,2.76,3.29,0.5119561,14
final-girl,2.76,2.15,0.51128995,13
the-ramen-girl,2.76,2.35,0.5107853,10
storytelling,2.76,3.22,0.5107428,29
love-streams,2.76,4.12,0.5103487,57
the-champ,2.76,3.6,0.5098938,10
gamera-vs-gyaos,2.76,2.86,0.50954694,14
is-the-man-who-is-tall-happy,2.76,3.5,0.50948566,13
monsoon-wedding,2.76,3.73,0.5090465,22
mothlight,2.76,3.24,0.50754625,33
blow-job,2.76,2.64,0.5075208,11
light-of-my-life,2.76,3.85,0.50745595,17
prozac-nation,2.76,2.81,0.5074332,21
shock-waves,2.76,3.03,0.5074243,30
the-intruder-2019,2.76,2.62,0.507222,32
tell-it-to-the-bees,2.76,2.6,0.5067611,15
kill-zone-2-2015,2.76,3.69,0.5064913,13
the-life-of-jesus,2.76,3.07,0.50625306,14
menashe,2.76,3.04,0.5060008,12
demon-wind,2.76,3.02,0.50580263,22
beyond-outrage,2.75,3.62,0.5052822,13
puzzle-2018,2.75,3.12,0.5052486,16
no-reservations,2.75,2.72,0.50492275,27
lie-2001,2.75,3.3,0.50488806,15
berlin-symphony-of-a-great-city,2.75,3.57,0.50441635,14
teknolust,2.75,3.6,0.50440156,10
rock-n-roll-high-school,2.75,3.64,0.5041804,37
the-feels,2.75,2.65,0.503948,10
the-woman-next-door,2.75,3.58,0.50381136,12
the-goddess-1934,2.75,3.68,0.5033338,14
the-lair-2022,2.75,2.45,0.5033259,10
even-the-rain,2.75,3.55,0.50315136,11
selah-and-the-spades,2.75,3.03,0.50296867,16
the-zen-diaries-of-garry-shandling,2.75,4.13,0.5025661,15
alphago,2.75,3.67,0.5023463,12
scary-godmother-halloween-spooktakular,2.75,2.9,0.5019634,10
the-curse-of-the-werewolf,2.75,3.13,0.50192857,15
three-months-2022,2.75,3.2,0.5018859,15
pokemon-the-movie-mewtwo-strikes-back-evolution,2.75,2.48,0.50160754,24
doa-dead-or-alive,2.75,1.9,0.50149655,24
being-flynn,2.75,2.7,0.5009657,10
olivia-rodrigo-driving-home-2-u-a-sour-film,2.75,4.07,0.5009554,14
iboy,2.75,2.42,0.50064415,12
hit-man-2023,2.75,3.55,0.5005507,11
the-crow-city-of-angels,2.75,2.07,0.500361,14
the-wild-soccer-bunch-4,2.75,1.2,0.50029576,10
the-incredible-jessica-james,2.75,3.1,0.5000601,24
fistful-of-vengeance,2.75,2.08,0.49983072,13
the-girl-and-the-spider,2.75,2.96,0.49919525,13
the-pride-of-the-yankees,2.75,3.41,0.49853736,11
take-me-out-to-the-ball-game,2.75,3.27,0.498477,11
atm,2.75,1.86,0.4984156,22
road-house-2024,2.75,2.43,0.497589,15
ginger-rosa,2.75,2.98,0.49731115,24
twentieth-century,2.75,3.45,0.49707103,20
hara-kiri-death-of-a-samurai,2.75,3.52,0.49701214,26
wonder-woman-bloodlines,2.75,2.77,0.49677533,11
the-kid-2019,2.75,2.64,0.49660492,11
guinea-pig-6-mermaid-in-the-manhole,2.75,3.58,0.49641883,13
thunder-road,2.75,3.09,0.4963395,11
first-strike-1996,2.75,3.0,0.49621716,26
zero-day,2.75,3.6,0.49610746,15
rab-ne-bana-di-jodi,2.75,3.28,0.4960811,18
and-so-it-goes,2.75,2.05,0.49582082,11
shrek-the-musical,2.75,2.37,0.4955288,19
king-kong-lives,2.75,2.4,0.49546593,10
she-devils-on-wheels,2.75,3.04,0.49525517,13
frankenstein-created-woman,2.75,3.25,0.49525034,12
paperhouse,2.75,3.47,0.49480623,17
the-country-girl,2.75,3.0,0.494735,10
eyeball,2.75,2.88,0.4946066,12
pompeii,2.75,2.53,0.49413925,44
schizoid,2.75,2.35,0.4939855,13
the-accidental-tourist,2.75,3.36,0.49396786,14
bad-ass,2.75,2.5,0.4935698,11
film:514928,2.75,2.23,0.4932475,13
varda-by-agnes,2.75,3.81,0.49317992,24
splatter-naked-blood,2.75,3.33,0.49294943,12
our-dancing-daughters,2.75,3.0,0.49286634,11
all-or-nothing,2.75,3.61,0.4925296,14
wrong,2.75,3.2,0.49248666,22
the-creatures,2.75,3.2,0.49246913,20
guo4,2.75,2.67,0.49245742,12
spacecamp,2.75,2.59,0.49226505,11
swarm-2023,2.75,3.58,0.49205756,13
australian-psycho,2.75,2.95,0.49201477,11
1776,2.75,3.65,0.49199694,10
the-company,2.75,3.08,0.49165756,12
wrong-move,2.75,2.67,0.491607,18
a-cat-in-the-brain,2.75,2.81,0.4913046,13
arthur-3-the-war-of-the-two-worlds,2.75,2.04,0.49113473,12
occult,2.75,3.86,0.49096376,11
the-longest-yard,2.75,3.1,0.49074292,15
is-that-black-enough-for-you,2.75,4.0,0.4907341,11
enough,2.75,2.31,0.49069718,26
day-of-the-dead-bloodline,2.75,1.07,0.49067956,14
the-knack-and-how-to-get-it,2.75,3.1,0.49050647,15
fresh,2.75,3.88,0.49019906,12
barbie-and-the-magic-of-pegasus-3-d,2.75,2.3,0.4901598,10
animal-crossing-the-movie,2.74,3.47,0.489542,18
lust-of-the-vampire,2.74,3.23,0.48952442,11
the-paper-tigers,2.74,3.16,0.48932943,19
burning-sands,2.74,2.96,0.48904544,12
sundown-the-vampire-in-retreat,2.74,3.18,0.4886326,17
the-message-1976,2.74,3.0,0.48854613,11
johnny-tsunami,2.74,2.46,0.48793274,14
norma-rae,2.74,3.89,0.48784354,23
1989-world-tour,2.74,4.38,0.48779395,12
a-return-to-salems-lot,2.74,2.47,0.48747575,15
arlington-road,2.74,3.44,0.48711118,33
the-gangs-all-here,2.74,3.82,0.48689735,14
made-of-honor,2.74,2.22,0.48667553,38
the-starling,2.74,2.23,0.48639935,11
junebug,2.74,3.28,0.48632258,20
tallulah,2.74,2.97,0.48592186,29
the-hired-hand,2.74,3.8,0.4857142,15
taylor-swift-reputation-stadium-tour,2.74,4.47,0.4856134,43
the-lunchbox,2.74,3.84,0.48552865,31
goldstone,2.74,3.23,0.48546702,13
almost-heroes,2.74,2.82,0.48524,17
johnny-got-his-gun,2.74,3.57,0.48500997,15
the-unknown-known,2.74,3.32,0.4849765,14
down-terrace,2.74,3.14,0.48472637,18
the-untamed,2.74,3.42,0.48433834,18
noises-off,2.74,3.59,0.48419693,16
time-to-hunt,2.74,3.25,0.48373294,18
the-cat-and-the-canary,2.74,3.14,0.48313752,11
the-blacksmith,2.74,3.06,0.4829019,17
honey,2.74,2.45,0.48277,10
the-mad-womens-ball,2.74,3.1,0.4823073,10
tomcats,2.74,1.86,0.4823018,11
where-is-kyra,2.74,3.23,0.48211533,11
leviathan-2012,2.74,3.52,0.48203826,30
beyond-the-hills,2.74,3.68,0.4819796,20
gone-2012,2.74,2.5,0.48189676,22
valley-of-the-dolls,2.74,2.99,0.48177248,42
it-takes-two,2.74,2.77,0.48137754,26
the-vampire-bat,2.74,2.9,0.48129004,10
ride-or-die-2021,2.74,2.4,0.48108223,10
oh-sun,2.74,4.05,0.4810416,19
jacks-back,2.74,3.04,0.48080283,13
you-can-live-forever,2.74,3.58,0.48063067,12
first-name-carmen,2.74,3.65,0.4804864,23
flux-gourmet,2.74,3.28,0.480389,34
one-for-the-road-2022,2.74,3.44,0.4801972,17
the-game-changers,2.74,2.79,0.47999656,12
matador,2.74,3.81,0.4790732,24
the-seagull-2018,2.74,2.29,0.47901118,14
bill-burr-live-at-red-rocks,2.74,3.11,0.47893482,18
mike-bassett-england-manager,2.74,3.2,0.4787047,10
kapoor-sons,2.74,3.62,0.47854435,13
the-vampire-doll,2.74,3.56,0.477902,24
black-ice-1994,2.74,3.33,0.47770002,23
dream-horse,2.74,2.95,0.47759742,11
you-are-not-my-mother,2.74,3.1,0.47755075,20
barbara,2.74,3.62,0.47666365,25
a-propos-de-nice,2.74,3.47,0.47654617,18
love-death-robots-jibaro-2022,2.74,4.55,0.47598636,11
girlhouse,2.74,2.52,0.4757819,20
the-burnt-orange-heresy,2.74,2.85,0.47554615,10
it-felt-like-love,2.74,3.12,0.47481307,17
norte-the-end-of-history,2.74,3.97,0.47470152,18
the-forgotten-battle,2.74,3.67,0.47445405,15
violation-2020,2.74,2.85,0.47424316,24
birthday-girl,2.74,2.63,0.47396797,19
a-blade-in-the-dark,2.74,2.62,0.4738597,13
suddenly-last-summer,2.73,3.57,0.47358185,34
hester-street,2.73,4.14,0.47355685,11
mobile-suit-gundam-iii-encounters-in-space,2.73,3.77,0.47349158,13
call-northside-777,2.73,3.5,0.4733418,14
the-telephone-box,2.73,4.13,0.4728557,26
your-vice-is-a-locked-room-and-only-i-have-the-key,2.73,3.5,0.4724285,19
iris-2014,2.73,3.55,0.4718129,10
killing,2.73,3.46,0.47170523,12
abacus-small-enough-to-jail,2.73,3.13,0.47170076,15
pecker,2.73,3.12,0.47135484,16
ghoulies-iii-ghoulies-go-to-college,2.73,2.27,0.47124106,13
elizabeth-harvest,2.73,2.47,0.47069827,17
turkey-shoot-1982,2.73,3.38,0.47060394,25
cb4,2.73,3.0,0.47057888,13
who-saw-her-die,2.73,3.29,0.47005087,14
slaughterhouse,2.73,3.16,0.4698627,16
blood-fest,2.73,2.57,0.46976757,21
the-velvet-vampire,2.73,2.83,0.469547,18
i-sell-the-dead,2.73,3.11,0.4692883,14
my-friend-ivan-lapshin,2.73,3.46,0.46903527,12
pixie,2.73,2.63,0.46897238,15
heartstone,2.73,3.55,0.4689229,19
broadcast-signal-intrusion,2.73,2.72,0.46891809,23
the-four-times,2.73,3.95,0.46863693,10
passionless-moments,2.73,3.05,0.4683907,10
i-love-trouble-1994,2.73,2.15,0.4683752,10
mothers-day-2016,2.73,1.71,0.46811354,21
the-house-on-telegraph-hill,2.73,3.6,0.46796322,10
whirlpool,2.73,3.37,0.46795213,15
children-of-the-corn-iv-the-gathering,2.73,1.91,0.4675089,17
dillinger-is-dead,2.73,3.35,0.4671585,10
history-of-the-occult,2.73,3.61,0.46589372,19
fame,2.73,3.47,0.4658691,17
mortal-thoughts,2.73,2.58,0.46562132,12
the-bird-people-in-china,2.73,3.5,0.46509826,11
sweat-2020,2.73,3.34,0.46495205,16
war-and-peace-1966,2.73,4.5,0.46493185,12
rudolph-and-frostys-christmas-in-july,2.73,2.65,0.46469444,10
walking-and-talking,2.73,3.68,0.46459314,17
the-delta-force,2.73,3.14,0.46459243,11
stage-fright-2014,2.73,2.81,0.4645036,26
remo-williams-the-adventure-begins,2.73,3.2,0.46445656,10
pet-sematary-ii,2.73,2.48,0.46426636,29
broken-1993,2.73,3.86,0.46422112,11
they-look-like-people,2.73,2.96,0.4640738,25
the-hellbenders,2.73,3.43,0.4637022,14
mr-harrigans-phone,2.73,2.56,0.46351182,36
a-very-brady-sequel,2.73,3.28,0.46348894,16
sssssss,2.73,2.7,0.46323365,10
imprint-2006,2.73,3.3,0.46310297,22
nativity-3-dude-wheres-my-donkey,2.73,0.9,0.46227378,10
santa-claus-conquers-the-martians,2.73,1.76,0.46170568,17
and-now-the-screaming-starts,2.73,2.96,0.46164685,12
charulata,2.73,4.07,0.46153447,28
luther-the-fallen-sun,2.73,2.62,0.46144268,13
afterlife-of-the-party,2.73,2.5,0.46108714,15
araby-2017,2.73,3.7,0.4605007,10
you-get-me,2.73,1.5,0.46045777,26
the-narrow-margin,2.73,3.9,0.46024328,21
scooby-doo-return-to-zombie-island,2.73,2.73,0.46020633,11
lennon-or-mccartney,2.73,1.95,0.46015155,10
the-man-with-one-red-shoe,2.73,2.58,0.46009207,12
project-wolf-hunting,2.73,3.2,0.45963424,10
the-blue-dahlia,2.73,3.38,0.45954472,16
anything-else,2.73,2.91,0.45943725,32
neon-bull,2.73,3.05,0.45932052,11
his-motorbike-her-island,2.73,4.24,0.4590873,34
death-walks-at-midnight,2.73,3.62,0.4590716,13
doa,2.73,3.11,0.45902264,14
miss-violence,2.73,3.24,0.4586563,17
labyrinth-of-dreams,2.73,4.0,0.4586409,10
boomerang,2.72,3.3,0.45789003,10
grumpier-old-men,2.72,2.89,0.45727274,14
vampyros-lesbos,2.72,3.48,0.45675886,21
the-shipping-news,2.72,2.69,0.4566765,13
hated-gg-allin-the-murder-junkies,2.72,3.44,0.45656425,18
the-equalizer-3,2.72,3.07,0.45612708,22
the-osterman-weekend,2.72,2.6,0.4557643,10
the-power-of-kangwon-province,2.72,3.6,0.45574754,10
all-of-me,2.72,3.5,0.4556281,22
black-peter-1964,2.72,3.25,0.45544267,10
albert-nobbs,2.72,2.5,0.4552055,15
rasputin-the-mad-monk,2.72,3.31,0.45508426,13
a-lonely-place-to-die,2.72,3.09,0.45478392,23
puddles,2.72,3.4,0.45460016,10
brother-2,2.72,3.54,0.4545624,14
world-on-a-wire,2.72,4.19,0.45451143,16
secret-obsession,2.72,1.48,0.4544471,20
the-woman-in-the-fifth,2.72,2.14,0.45423764,11
the-chambermaid,2.72,3.5,0.45419404,13
aloners,2.72,3.84,0.45398968,28
all-that-money-can-buy,2.72,3.29,0.45353073,12
japon,2.72,3.23,0.45333225,15
paper-heart,2.72,3.04,0.45332348,12
ringu-0,2.72,2.53,0.45295793,15
dead-space,2.72,2.25,0.45292175,10
play,2.72,3.85,0.45229217,13
carrie-2002,2.72,2.06,0.45173284,25
sherlock-case-of-evil,2.72,3.4,0.45166418,10
the-boondock-saints-ii-all-saints-day,2.72,2.7,0.45148915,10
1-2013,2.72,2.69,0.45113048,16
murmur-of-the-heart,2.72,3.8,0.4510159,32
empire-of-light,2.72,2.88,0.45092946,50
beneath-2013,2.72,2.09,0.45063055,11
gas-food-lodging,2.72,3.26,0.4505967,17
the-mutilator,2.72,2.98,0.4504135,24
the-hard-way-1991,2.72,2.65,0.44913152,10
sweet-bird-of-youth,2.72,3.45,0.44894266,10
kristy,2.72,2.42,0.4488352,18
silent-night-2023,2.72,3.12,0.4487272,13
mirrored-mind,2.72,3.79,0.4485345,14
def-by-temptation,2.72,3.4,0.44848478,24
deathstalker,2.72,2.53,0.44819418,17
haredevil-hare,2.72,3.25,0.44799948,10
greed-2019,2.72,2.32,0.44797322,14
crystal-fairy-the-magical-cactus,2.72,2.9,0.44787055,25
the-mountain-2018,2.72,3.3,0.4478672,22
hotel-monterey,2.72,3.43,0.44784218,15
the-stylist-2020,2.72,3.12,0.44752666,17
fata-morgana,2.72,3.11,0.4475029,19
the-garden-of-sinners-the-hollow-shrine,2.72,3.12,0.44749662,13
the-grudge-2,2.72,2.14,0.4474772,22
serial-bad-weddings,2.72,2.8,0.44724566,22
prime-cut,2.72,3.71,0.4466892,17
max-steel,2.72,1.38,0.44615233,12
fiend-without-a-face,2.72,2.89,0.446147,14
sharpays-fabulous-adventure,2.72,2.27,0.44589,26
all-the-creatures-were-stirring,2.72,2.15,0.44584394,10
nightmare-beach,2.72,2.68,0.44550824,19
blood-and-chocolate,2.72,2.14,0.44545874,11
one-piece-film-gold,2.72,3.5,0.4452749,13
revenge-1989,2.72,3.26,0.4452333,17
how-to-make-an-american-quilt,2.72,2.8,0.44471797,10
how-to-make-a-monster-1958,2.72,2.64,0.4446752,11
dolls,2.72,3.32,0.44446418,37
clearcut,2.72,4.15,0.4442519,13
cub,2.72,3.19,0.44394022,13
woman-in-the-moon,2.72,3.69,0.44355577,16
cutting-moments,2.72,3.31,0.44322485,13
i-madman,2.72,3.0,0.4431513,14
test-pattern,2.72,3.59,0.44297567,11
siege-1983,2.72,3.66,0.44291514,16
empire-of-passion,2.72,3.42,0.44269487,19
son-2021,2.72,2.88,0.44261345,13
the-iron-rose,2.72,4.19,0.44245276,13
night-school,2.71,3.25,0.44213364,14
dragon-ball-z-the-worlds-strongest,2.71,3.08,0.4421118,13
night-of-the-zombies-1980,2.71,2.79,0.44191796,14
the-children-act,2.71,2.69,0.44172823,13
dr-phibes-rises-again,2.71,2.63,0.4416013,15
to-leslie,2.71,3.38,0.4415056,33
being-17,2.71,3.35,0.4412372,13
late-night-with-the-devil,2.71,3.12,0.44121414,36
harmontown,2.71,3.09,0.4411003,11
i-am-herenow,2.71,2.7,0.4410094,15
nightmare-city,2.71,3.13,0.44075763,23
woodshock-2017,2.71,2.45,0.4403557,19
after-blue-dirty-paradise,2.71,3.14,0.440137,11
buffet-froid,2.71,3.25,0.4399529,14
the-alchemist-cookbook,2.71,2.92,0.43982998,13
museo,2.71,3.44,0.43977934,16
mega-shark-vs-giant-octopus,2.71,1.19,0.43945497,16
tell-your-children-1938,2.71,1.99,0.43908858,34
the-big-green,2.71,1.6,0.43904918,10
the-reckless-moment,2.71,3.42,0.43902552,13
lynch-oz,2.71,3.17,0.4385913,12
the-son-2022,2.71,1.75,0.43834615,22
revenge-of-the-ninja,2.71,3.28,0.4378671,16
the-last-summer-2019,2.71,1.57,0.43745607,15
the-art-of-racing-in-the-rain,2.71,3.22,0.43699777,23
i-spit-on-your-grave-2,2.71,2.12,0.43692073,20
the-barefoot-contessa,2.71,2.97,0.43643478,15
we-are-legion-the-story-of-the-hacktivists,2.71,3.2,0.43616974,10
angel-1984,2.71,2.94,0.43614355,17
the-flower-of-my-secret,2.71,3.33,0.43524987,15
horror-hospital,2.71,3.0,0.4350919,10
the-gambler,2.71,3.68,0.4349573,20
emo-the-musical,2.71,2.08,0.43484664,12
the-vampire-1945,2.71,2.77,0.43456966,11
a-room-in-town-1982,2.71,3.58,0.43424454,19
fred-armisen-standup-for-drummers,2.71,2.95,0.4341261,10
christmas-at-pee-wees-playhouse,2.71,3.73,0.43394375,11
the-beguiled,2.71,3.67,0.4337417,45
the-american-meme,2.71,2.14,0.4334988,11
the-fiances-of-macdonald-bridge,2.71,3.04,0.43341884,26
the-chess-players,2.71,3.55,0.43250048,11
the-stranger-1991,2.71,3.96,0.43139023,13
the-ranger,2.71,3.14,0.4311458,22
this-transient-life,2.71,3.64,0.43095276,14
perfect-days-2023,2.71,3.95,0.43087763,52
the-bride-with-white-hair,2.71,3.04,0.43079883,12
game-change,2.71,3.21,0.43069595,19
the-pawnbroker,2.71,3.79,0.4301896,19
conversations-with-a-killer-the-ted-bundy-tapes,2.71,3.68,0.43008164,36
a-guide-to-recognizing-your-saints,2.71,3.04,0.4288747,13
the-big-knife,2.71,2.9,0.42871106,15
burnt-offerings,2.71,3.28,0.4285978,37
genre,2.71,3.43,0.42815906,15
here-before,2.71,3.09,0.4281,16
the-hating-game,2.71,2.34,0.42787135,29
dont-go-in-the-woods,2.71,1.83,0.42777386,15
november-criminals,2.71,1.7,0.4275124,10
radioland-murders,2.71,2.85,0.4273026,10
the-war-game,2.71,4.03,0.4272574,17
im-no-angel,2.71,3.06,0.4270395,16
landscape-suicide,2.71,3.98,0.4269644,23
dont-be-afraid-of-the-dark,2.71,3.05,0.42683366,10
losing-ground,2.71,3.74,0.42677417,34
the-prince-and-the-pauper-1990,2.71,3.55,0.4267124,10
a-warning-to-the-curious,2.7,3.35,0.4261617,10
what-happened-on-twenty-third-street-new-york-city,2.7,2.55,0.42606437,10
the-long-voyage-home,2.7,3.75,0.42558914,18
toradora,2.7,2.53,0.42525566,16
trolls-band-together,2.7,2.55,0.4252425,10
that-day-on-the-beach,2.7,4.05,0.42508766,11
i-travel-because-i-have-to-i-come-back-because-i-love-you,2.7,3.46,0.4248682,13
gleaming-the-cube,2.7,2.88,0.42450774,12
kiss-of-the-damned,2.7,2.36,0.42443696,14
the-small-town,2.7,3.35,0.42413843,13
made-in-hong-kong,2.7,3.85,0.4240952,26
into-the-grizzly-maze,2.7,2.77,0.4240538,13
the-riot-club,2.7,2.55,0.4238634,21
mh370-the-plane-that-disappeared,2.7,2.5,0.42383772,11
warriors-of-the-year-2072,2.7,2.86,0.423815,18
trans-europ-express,2.7,3.7,0.4236003,10
running-with-the-devil,2.7,1.82,0.4234294,11
basket-case-2,2.7,3.18,0.42251748,20
the-ballad-of-narayama,2.7,3.95,0.4215136,11
the-golden-dream,2.7,3.77,0.42135638,11
stromboli,2.7,3.7,0.42115176,23
yesterday-today-and-tomorrow-1963,2.7,3.37,0.4210902,15
a-bullet-for-the-general,2.7,3.63,0.4208201,15
face-to-face,2.7,3.41,0.42065006,16
evil-bong,2.7,1.96,0.4206496,14
birdemic-shock-and-terror,2.7,1.22,0.42059487,61
guardians-2017,2.7,1.91,0.42012274,16
the-painted-bird,2.7,3.22,0.42009434,16
maximum-risk,2.7,2.98,0.4195792,23
vikram-2022,2.7,3.35,0.4193968,17
dragon-wars,2.7,1.33,0.41938493,12
mindscape,2.7,3.05,0.41925982,11
seven-blood-stained-orchids,2.7,3.23,0.4187318,15
all-these-women,2.7,2.5,0.41870433,13
wasabi,2.7,2.71,0.4184286,12
wacko,2.7,2.17,0.41839606,12
the-image-book,2.7,3.3,0.4182589,25
excess-baggage,2.7,2.57,0.4182495,14
time-of-the-gypsies,2.7,3.94,0.41777164,18
zatoichis-flashing-sword,2.7,3.3,0.41776752,10
killer-party-1986,2.7,2.73,0.4173372,11
a-story-of-floating-weeds,2.7,3.85,0.41718137,13
some-came-running,2.7,3.94,0.4170496,17
the-pied-piper-1986,2.7,3.89,0.41661346,14
brick-mansions,2.7,1.96,0.4155957,24
the-killer-shrews,2.7,2.3,0.41531274,10
ticket-of-no-return,2.7,3.83,0.41504723,12
fingernails,2.7,3.18,0.41491184,11
heartbreak-ridge,2.7,3.24,0.4146059,17
devilman-volume-1-the-birth,2.7,3.5,0.41457295,15
beware-of-a-holy-whore,2.7,3.45,0.41413707,20
the-hater,2.7,3.29,0.41384986,17
the-call-of-cthulhu,2.7,3.34,0.41366714,16
point-blank-2010,2.7,3.25,0.41359013,12
the-butcher-boy-1997,2.7,3.62,0.41358697,12
paws-of-fury-the-legend-of-hank,2.7,2.35,0.41328907,13
hellboy-animated-blood-and-iron,2.7,3.36,0.41319758,11
tremors-shrieker-island,2.7,2.39,0.41287845,14
exit-2019,2.7,3.32,0.41285962,11
harbinger-down,2.7,2.05,0.4126525,10
little-man,2.7,1.58,0.41202867,40
slaxx,2.7,2.98,0.41180342,25
sweet-bean,2.7,3.82,0.4117156,25
darkness-light-darkness,2.7,3.5,0.41171283,22
titanic-the-legend-goes-on,2.7,0.96,0.41116112,13
elena,2.7,3.72,0.41099226,20
the-novelists-film,2.7,3.81,0.4109675,35
rock-dog,2.7,2.2,0.4108673,10
origins-of-the-21st-century,2.69,3.88,0.41010344,13
dangerous-encounters-of-the-first-kind,2.69,4.21,0.4099999,17
hell-night,2.69,2.91,0.40991718,16
the-big-brawl,2.69,2.62,0.40977085,12
vincent-gallo-as-flying-christ,2.69,2.45,0.40961933,10
why-dont-you-just-die,2.69,3.42,0.40938884,18
shock-1977,2.69,3.39,0.40851057,23
places-in-the-heart,2.69,3.32,0.40835264,14
the-clan-2015,2.69,3.18,0.40832534,11
the-inglorious-bastards,2.69,2.73,0.4075405,15
fair-play-2023,2.69,3.3,0.40744442,20
how-to-have-sex,2.69,3.62,0.40728503,38
surviving-desire,2.69,3.79,0.40727597,14
the-whistlers,2.69,3.19,0.4072351,16
the-docks-of-new-york,2.69,3.64,0.40696043,14
the-pink-cloud,2.69,3.15,0.40694436,10
